Script name,Date,Open,High,Low,Close,Adj Close,Volume
INFY,2002-08-12T00:00:00.000Z,49.453125,50.624218,49.140625,50.438282,36.077507,3.7460928E7
INFY,2002-08-13T00:00:00.000Z,50.242188,50.765625,50.125,50.452343,36.087563,2.0659456E7
INFY,2002-08-14T00:00:00.000Z,49.995312,50.074219,49.243752,49.366405,35.310822,2.4419776E7
INFY,2002-08-15T00:00:00.000Z,49.366405,49.366405,49.366405,49.366405,35.310822,0.0
INFY,2002-08-16T00:00:00.000Z,49.864063,50.391407,49.735935,50.171875,35.886955,2.2782144E7
INFY,2002-08-19T00:00:00.000Z,50.391407,50.682812,50.166405,50.442966,36.08086,2.386272E7
INFY,2002-08-20T00:00:00.000Z,50.81406,52.629688,50.71875,51.923435,37.139805,3.5347648E7
INFY,2002-08-21T00:00:00.000Z,51.563282,53.203125,51.563282,52.991405,37.903702,4.4908736E7
INFY,2002-08-22T00:00:00.000Z,53.286716,53.625,52.4375,52.676563,37.678501,3.7726144E7
INFY,2002-08-23T00:00:00.000Z,52.894531,55.390625,52.894531,55.203125,39.48571,8.3209536E7
INFY,2002-08-26T00:00:00.000Z,53.109375,54.997658,53.109375,54.508595,38.988914,3.8972928E7
INFY,2002-08-27T00:00:00.000Z,54.380466,55.46875,53.25,53.456249,38.236191,6.9991616E7
INFY,2002-08-28T00:00:00.000Z,53.125,53.875,52.706249,53.544533,38.299358,3.5725504E7
INFY,2002-08-29T00:00:00.000Z,53.1875,55.311718,53.071095,54.492188,38.97718,5.6262848E7
INFY,2002-08-30T00:00:00.000Z,54.640625,56.792187,54.375,56.318748,40.28368,4.815616E7
INFY,2002-09-02T00:00:00.000Z,56.957813,57.25,55.644531,55.904686,39.987526,3.5940608E7
INFY,2002-09-03T00:00:00.000Z,55.606251,55.625,54.410938,54.604687,39.057655,3.6863232E7
INFY,2002-09-04T00:00:00.000Z,53.887501,54.96875,53.462502,54.732033,39.148743,4.2330432E7
INFY,2002-09-05T00:00:00.000Z,54.692966,56.405468,54.6875,55.964844,40.030548,5.8222144E7
INFY,2002-09-06T00:00:00.000Z,55.34375,55.828125,54.474216,55.191406,39.477333,5.1598848E7
INFY,2002-09-09T00:00:00.000Z,55.434376,56.716408,54.390625,56.283592,40.258545,4.3699968E7
INFY,2002-09-10T00:00:00.000Z,56.283592,56.283592,56.283592,56.283592,40.258545,0.0
INFY,2002-09-11T00:00:00.000Z,56.640625,57.932812,56.640625,57.68203,41.258812,4.5339776E7
INFY,2002-09-12T00:00:00.000Z,57.342186,57.578125,56.671875,56.950783,40.735771,2.6804352E7
INFY,2002-09-13T00:00:00.000Z,56.375,56.375,55.56406,55.789063,39.904808,2.7315648E7
INFY,2002-09-16T00:00:00.000Z,55.628124,56.092186,54.859375,55.630466,39.791367,3.3621952E7
INFY,2002-09-17T00:00:00.000Z,55.974216,57.5625,55.974216,57.325001,41.003445,4.3982464E7
INFY,2002-09-18T00:00:00.000Z,56.739063,56.739063,55.578125,55.756248,39.88134,4.736576E7
INFY,2002-09-19T00:00:00.000Z,55.703125,55.78125,54.422657,54.621876,39.069954,4.6434112E7
INFY,2002-09-20T00:00:00.000Z,53.125,54.984375,53.125,54.785938,39.187302,3.7551744E7
INFY,2002-09-23T00:00:00.000Z,54.84375,55.075001,54.171875,54.429688,38.932476,2.9428416E7
INFY,2002-09-24T00:00:00.000Z,53.514843,53.858593,52.736717,53.196095,38.05011,3.9022336E7
INFY,2002-09-25T00:00:00.000Z,52.03125,54.296875,52.03125,54.192188,38.7626,4.2394944E7
INFY,2002-09-26T00:00:00.000Z,54.65625,55.140625,54.082813,54.353905,38.878265,3.4179392E7
INFY,2002-09-27T00:00:00.000Z,54.486717,55.113281,54.486717,54.821095,39.212452,4.4959616E7
INFY,2002-09-30T00:00:00.000Z,54.248436,54.606251,52.892185,53.22578,38.071342,3.7461184E7
INFY,2002-10-01T00:00:00.000Z,52.9375,53.53125,52.34375,53.232811,38.076378,4.623488E7
INFY,2002-10-02T00:00:00.000Z,53.232811,53.232811,53.232811,53.232811,38.076378,0.0
INFY,2002-10-03T00:00:00.000Z,53.4375,54.3125,53.21875,54.174999,38.750317,4.0588288E7
INFY,2002-10-04T00:00:00.000Z,54.144531,55.027344,53.846874,54.69453,39.121914,4.0793152E7
INFY,2002-10-07T00:00:00.000Z,54.453125,54.60078,53.765625,53.988281,38.616749,2.6232256E7
INFY,2002-10-08T00:00:00.000Z,53.671875,55.75,53.52422,55.432812,39.649994,4.9633408E7
INFY,2002-10-09T00:00:00.000Z,55.883595,56.375,53.988281,54.331249,38.862068,5.1109952E7
INFY,2002-10-10T00:00:00.000Z,54.704685,57.015625,53.962502,56.738281,40.583778,1.15910336E8
INFY,2002-10-11T00:00:00.000Z,56.753124,59.375,56.753124,58.924217,42.14732,7.0623808E7
INFY,2002-10-14T00:00:00.000Z,59.067188,60.578125,58.53281,59.699219,42.701683,7.2795648E7
INFY,2002-10-15T00:00:00.000Z,59.699219,59.699219,59.699219,59.699219,42.701683,0.0
INFY,2002-10-16T00:00:00.000Z,60.78125,61.046875,58.28281,58.578907,41.900333,6.8785472E7
INFY,2002-10-17T00:00:00.000Z,58.471874,60.109375,58.15781,59.813282,42.783257,6.3703872E7
INFY,2002-10-18T00:00:00.000Z,60.46875,60.90625,59.581249,59.921875,42.860935,5.2909376E7
INFY,2002-10-21T00:00:00.000Z,60.083591,60.46875,59.205467,59.825783,42.792206,4.7170176E7
INFY,2002-10-22T00:00:00.000Z,60.125,60.375,59.315624,59.542187,42.589352,4.6875008E7
INFY,2002-10-23T00:00:00.000Z,59.083591,59.840626,58.844532,59.349998,42.451878,4.3332288E7
INFY,2002-10-24T00:00:00.000Z,59.825001,59.825001,58.765625,59.110935,42.280899,3.861344E7
INFY,2002-10-25T00:00:00.000Z,58.950783,59.057812,58.28281,58.662498,41.960117,3.8481344E7
INFY,2002-10-28T00:00:00.000Z,58.753906,59.203125,58.299217,58.553123,41.881897,2.6654208E7
INFY,2002-10-29T00:00:00.000Z,58.201561,59.46875,57.893749,59.28281,42.403828,4.5538368E7
INFY,2002-10-30T00:00:00.000Z,58.984375,59.651562,58.846092,59.179688,42.469986,3.179232E7
INFY,2002-10-31T00:00:00.000Z,59.375,60.042187,58.828125,59.326561,42.57539,4.256768E7
INFY,2002-11-01T00:00:00.000Z,59.375,60.859375,59.375,60.445313,43.37825,4.3334784E7
INFY,2002-11-04T00:00:00.000Z,60.859375,61.703125,60.640625,61.342968,44.022461,1.5291712E7
INFY,2002-11-05T00:00:00.000Z,61.953125,63.592186,61.615623,63.261719,45.399433,6.0623104E7
INFY,2002-11-06T00:00:00.000Z,63.261719,63.261719,63.261719,63.261719,45.399433,0.0
INFY,2002-11-07T00:00:00.000Z,62.792187,64.276566,62.504688,63.262501,45.399994,8.6927232E7
INFY,2002-11-08T00:00:00.000Z,62.484375,62.78125,61.978127,62.457031,44.821941,3.5027328E7
INFY,2002-11-11T00:00:00.000Z,62.28125,62.40625,61.210938,61.614841,44.21756,3.6256064E7
INFY,2002-11-12T00:00:00.000Z,60.9375,61.697655,60.724998,61.559376,44.17775,3.3467328E7
INFY,2002-11-13T00:00:00.000Z,61.648438,62.34375,61.648438,61.999218,44.493404,3.9895488E7
INFY,2002-11-14T00:00:00.000Z,62.223438,65.078125,62.128124,64.376564,46.199486,5.780512E7
INFY,2002-11-15T00:00:00.000Z,65.176559,68.359375,65.176559,67.381248,48.355778,7.4473344E7
INFY,2002-11-18T00:00:00.000Z,67.1875,67.1875,65.659378,66.488281,47.714958,5.982656E7
INFY,2002-11-19T00:00:00.000Z,66.488281,66.488281,66.488281,66.488281,47.714958,0.0
INFY,2002-11-20T00:00:00.000Z,66.089066,69.203125,66.019531,68.878906,49.430576,1.02082368E8
INFY,2002-11-21T00:00:00.000Z,70.3125,70.996872,69.453125,70.732033,50.760456,7.9159296E7
INFY,2002-11-22T00:00:00.000Z,71.839066,73.010941,71.487503,72.346878,51.919334,9.324256E7
INFY,2002-11-25T00:00:00.000Z,71.839066,71.953125,70.970314,71.27578,51.150688,5.7428288E7
INFY,2002-11-26T00:00:00.000Z,70.953125,71.796875,69.84375,70.339066,50.478443,6.0546688E7
INFY,2002-11-27T00:00:00.000Z,70.46875,71.671875,69.3125,69.555466,49.916103,8.7585664E7
INFY,2002-11-28T00:00:00.000Z,70.765625,71.703125,70.352341,71.439064,51.267849,6.6792192E7
INFY,2002-11-29T00:00:00.000Z,71.3125,71.875,70.099998,71.222656,51.112553,4.1319488E7
INFY,2002-12-02T00:00:00.000Z,71.625,72.96875,71.328125,72.597656,52.099316,4.6553024E7
INFY,2002-12-03T00:00:00.000Z,72.1875,72.875,70.955467,71.241409,51.126015,5.7039872E7
INFY,2002-12-04T00:00:00.000Z,70.703125,70.703125,68.596092,68.955467,49.485519,6.3060288E7
INFY,2002-12-05T00:00:00.000Z,68.975784,70.276566,68.96875,69.34922,49.768089,4.786176E7
INFY,2002-12-06T00:00:00.000Z,69.53125,71.233597,69.314064,70.762497,50.782314,4.8366144E7
INFY,2002-12-09T00:00:00.000Z,72.65625,74.203125,70.71875,71.520309,51.326153,9.6934272E7
INFY,2002-12-10T00:00:00.000Z,70.640625,70.90625,68.9375,70.500778,50.594513,5.873376E7
INFY,2002-12-11T00:00:00.000Z,71.257034,73.65625,71.140625,73.128128,52.480034,1.00537024E8
INFY,2002-12-12T00:00:00.000Z,73.680466,75.65625,73.460938,75.441406,54.140106,8.5993216E7
INFY,2002-12-13T00:00:00.000Z,75.390625,75.484375,72.734375,73.000778,52.388618,7.6834688E7
INFY,2002-12-16T00:00:00.000Z,73.671875,73.671875,71.296875,71.485153,51.300945,5.2601728E7
INFY,2002-12-17T00:00:00.000Z,72.484375,72.657814,71.109375,71.443748,51.271217,4.1560768E7
INFY,2002-12-18T00:00:00.000Z,71.171875,72.324219,70.9375,71.438278,51.267303,4.828736E7
INFY,2002-12-19T00:00:00.000Z,71.793747,71.875778,71.039841,71.464066,51.285805,4.379872E7
INFY,2002-12-20T00:00:00.000Z,71.882813,72.967972,71.758591,72.116409,51.753944,5.3898944E7
INFY,2002-12-23T00:00:00.000Z,72.190628,72.646873,71.265625,71.889847,51.591362,3.4117568E7
INFY,2002-12-24T00:00:00.000Z,71.875,73.40625,71.484375,73.264061,52.577557,4.8553984E7
INFY,2002-12-25T00:00:00.000Z,73.264061,73.264061,73.264061,73.264061,52.577557,0.0
INFY,2002-12-26T00:00:00.000Z,73.623436,74.8125,73.4375,74.194534,53.245296,4.6062272E7
INFY,2002-12-27T00:00:00.000Z,74.305466,75.109375,74.25,74.497658,53.462837,3.8477376E7
INFY,2002-12-30T00:00:00.000Z,73.984375,74.276566,73.132813,74.09375,53.17297,3.307744E7
INFY,2002-12-31T00:00:00.000Z,74.0,74.96875,73.875,74.582809,53.523945,3.8066752E7
INFY,2003-01-01T00:00:00.000Z,74.6875,75.389061,74.610939,74.985153,53.812683,3.2066112E7
INFY,2003-01-02T00:00:00.000Z,75.53125,75.600784,73.592972,73.788284,52.953743,4.2260032E7
INFY,2003-01-03T00:00:00.000Z,74.84375,75.375,74.21875,75.004684,53.826714,6.0483072E7
INFY,2003-01-06T00:00:00.000Z,75.515625,75.760941,74.484375,75.035934,53.849136,5.17504E7
INFY,2003-01-07T00:00:00.000Z,75.678123,76.120316,74.009377,74.282028,53.308105,5.701632E7
INFY,2003-01-08T00:00:00.000Z,74.71875,75.296875,74.385155,74.822655,53.696072,4.111296E7
INFY,2003-01-09T00:00:00.000Z,75.0,75.21875,74.625,74.974998,53.805405,3.1291392E7
INFY,2003-01-10T00:00:00.000Z,75.15625,75.15625,68.767967,69.504684,49.879662,1.23995904E8
INFY,2003-01-13T00:00:00.000Z,69.046875,69.046875,66.664063,67.135941,48.179745,7.75072E7
INFY,2003-01-14T00:00:00.000Z,66.953125,69.875,66.908592,69.496094,49.873505,7.6166208E7
INFY,2003-01-15T00:00:00.000Z,70.4375,72.334373,70.020309,72.060936,51.714149,9.3352256E7
INFY,2003-01-16T00:00:00.000Z,71.53125,72.671875,70.938278,72.029686,51.691715,4.1649024E7
INFY,2003-01-17T00:00:00.000Z,71.53125,72.965622,71.34375,72.190628,51.807217,5.6276544E7
INFY,2003-01-20T00:00:00.000Z,72.026566,72.026566,70.578125,70.767967,50.786247,2.5981632E7
INFY,2003-01-21T00:00:00.000Z,70.921875,71.046875,69.726563,69.891403,50.157192,2.9442688E7
INFY,2003-01-22T00:00:00.000Z,70.3125,71.078125,69.71875,70.279686,50.435833,3.2516288E7
INFY,2003-01-23T00:00:00.000Z,69.84375,70.125,68.90625,69.185158,49.650352,3.118528E7
INFY,2003-01-24T00:00:00.000Z,70.548439,70.548439,68.221092,68.504684,49.162006,6.2248576E7
INFY,2003-01-27T00:00:00.000Z,67.729691,67.890625,66.59375,67.114845,48.164612,3.9281216E7
INFY,2003-01-28T00:00:00.000Z,67.185936,67.964066,66.640625,67.310936,48.30534,4.5866368E7
INFY,2003-01-29T00:00:00.000Z,67.8125,67.8125,65.3125,65.671097,47.12851,5.0043776E7
INFY,2003-01-30T00:00:00.000Z,66.015625,67.328125,65.333595,66.551559,47.760368,6.042176E7
INFY,2003-01-31T00:00:00.000Z,65.814842,67.65625,65.8125,67.190628,48.219006,3.1424896E7
INFY,2003-02-03T00:00:00.000Z,65.941406,69.140625,65.941406,68.910156,49.452991,3.6261888E7
INFY,2003-02-04T00:00:00.000Z,69.366409,69.5,68.064842,68.867188,49.422153,3.2406528E7
INFY,2003-02-05T00:00:00.000Z,68.435936,69.140625,67.46875,68.802345,49.375633,3.3350848E7
INFY,2003-02-06T00:00:00.000Z,68.734375,71.010941,68.457031,70.592186,50.660103,3.6238144E7
INFY,2003-02-07T00:00:00.000Z,70.3125,70.75,69.765625,70.117966,50.319778,3.185856E7
INFY,2003-02-10T00:00:00.000Z,69.6875,69.995316,67.003128,67.271095,48.276741,4.3655168E7
INFY,2003-02-11T00:00:00.000Z,67.78125,68.203125,66.049217,66.302345,47.58152,5.4007296E7
INFY,2003-02-12T00:00:00.000Z,66.40625,66.641403,64.860153,65.221092,46.80558,5.63392E7
INFY,2003-02-13T00:00:00.000Z,65.221092,65.221092,65.221092,65.221092,46.80558,0.0
INFY,2003-02-14T00:00:00.000Z,65.3125,66.28125,64.376564,64.858597,46.545414,5.4123776E7
INFY,2003-02-17T00:00:00.000Z,66.583595,67.070313,65.957031,66.56797,47.772156,5.168672E7
INFY,2003-02-18T00:00:00.000Z,67.03125,67.147659,65.8125,66.304688,47.583199,4.3271296E7
INFY,2003-02-19T00:00:00.000Z,66.796875,67.71875,65.78125,66.214066,47.518173,4.8530816E7
INFY,2003-02-20T00:00:00.000Z,65.9375,66.631248,65.157814,66.429688,47.672913,3.8198592E7
INFY,2003-02-21T00:00:00.000Z,66.3125,66.809372,65.720314,66.014061,47.374619,3.507808E7
INFY,2003-02-24T00:00:00.000Z,66.425781,66.734375,65.643753,65.858597,47.263062,2.8459904E7
INFY,2003-02-25T00:00:00.000Z,65.236717,65.278122,64.296875,64.439064,46.244343,3.5228864E7
INFY,2003-02-26T00:00:00.000Z,64.765625,64.984375,63.625,63.835155,45.810944,3.6492416E7
INFY,2003-02-27T00:00:00.000Z,63.803123,65.0625,63.599216,64.146095,46.0341,4.4340608E7
INFY,2003-02-28T00:00:00.000Z,68.203125,68.203125,64.219528,66.959373,48.053036,6.6299904E7
INFY,2003-03-03T00:00:00.000Z,67.283592,67.5,65.710938,65.982033,47.351635,4.4389248E7
INFY,2003-03-04T00:00:00.000Z,65.460159,65.5625,64.640625,64.889847,46.567848,3.0929984E7
INFY,2003-03-05T00:00:00.000Z,64.220314,65.528122,63.940624,65.296875,46.859947,4.0163584E7
INFY,2003-03-06T00:00:00.000Z,65.296875,65.296875,63.829685,64.028122,45.949429,3.77488E7
INFY,2003-03-07T00:00:00.000Z,63.359375,63.484375,62.378906,62.84531,45.100601,3.82112E7
INFY,2003-03-10T00:00:00.000Z,56.015625,63.635937,56.015625,63.094532,45.279453,4.6785024E7
INFY,2003-03-11T00:00:00.000Z,62.78125,64.760941,62.578125,64.481247,46.274624,4.5810944E7
INFY,2003-03-12T00:00:00.000Z,64.243752,64.811722,62.671875,62.892185,45.134239,4.5766912E7
INFY,2003-03-13T00:00:00.000Z,63.14922,64.1875,62.706249,63.520313,45.585011,4.3299264E7
INFY,2003-03-14T00:00:00.000Z,63.520313,63.520313,63.520313,63.520313,45.585011,0.0
INFY,2003-03-17T00:00:00.000Z,63.46875,63.65625,61.817188,63.051563,45.248611,4.5345088E7
INFY,2003-03-18T00:00:00.000Z,63.051563,63.051563,63.051563,63.051563,45.248611,0.0
